Image,Task 3 (Damage),Task 5 (Vehicle),Task 6 (Visibility),Task 7 (Time),Task 8 (Multiple),Overall Result
usroad/57th 450/57th 450 5-15-2025 14.22.25 EDT - 5-15-2025 15.22.25 EDT_frame0234_det1028_0505px_vehicle_0p611.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-14-2025 18.25.59 EDT - 5-14-2025 19.25.59 EDT_frame0069_det101_1102px_vehicle_0p757.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-16-2025 18.25.59 EDT - 5-16-2025 19.25.59 EDT_frame0514_det606_0254px_vehicle_0p747.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/57th 450/57th 450 5-15-2025 14.22.25 EDT - 5-15-2025 15.22.25 EDT_frame0779_det3562_0744px_vehicle_0p584.png,None,PASS,PASS,PASS,FAIL,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-14-2025 11.25.59 EDT - 5-14-2025 12.25.59 EDT_frame0394_det296_1190px_vehicle_0p558.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-16-2025 13.25.59 EDT - 5-16-2025 14.25.59 EDT_frame0593_det556_0321px_vehicle_0p678.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-15-2025 15.25.59 EDT - 5-15-2025 16.25.59 EDT_frame0256_det293_0573px_vehicle_0p793.png,Minor,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-16-2025 10.25.59 EDT - 5-16-2025 11.25.59 EDT_frame0532_det429_0237px_vehicle_0p821.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-18-2025 17.25.59 EDT - 5-18-2025 18.25.59 EDT_frame0706_det759_0245px_vehicle_0p799.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-16-2025 17.25.59 EDT - 5-16-2025 18.25.59 EDT_frame0828_det965_0602px_vehicle_0p644.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-14-2025 09.25.59 EDT - 5-14-2025 10.25.59 EDT_frame0644_det948_1190px_vehicle_0p541.png,Minor,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-15-2025 15.25.59 EDT - 5-15-2025 16.25.59 EDT_frame0260_det298_0449px_vehicle_0p764.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-17-2025 17.25.59 EDT - 5-17-2025 18.25.59 EDT_frame0794_det949_0458px_vehicle_0p695.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-16-2025 10.25.59 EDT - 5-16-2025 11.25.59 EDT_frame0547_det442_0269px_vehicle_0p811.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-16-2025 09.25.59 EDT - 5-16-2025 10.25.59 EDT_frame0124_det133_1334px_vehicle_0p712.png,None,PASS,FAIL,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-15-2025 10.25.59 EDT - 5-15-2025 11.25.59 EDT_frame0730_det507_0601px_vehicle_0p762.png,Minor,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-16-2025 12.25.59 EDT - 5-16-2025 13.25.59 EDT_frame0890_det882_1046px_vehicle_0p711.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-18-2025 18.25.59 EDT - 5-18-2025 19.25.59 EDT_frame0435_det425_0306px_vehicle_0p794.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-15-2025 15.25.59 EDT - 5-15-2025 16.25.59 EDT_frame0687_det876_0636px_vehicle_0p761.png,Minor,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-16-2025 15.25.59 EDT - 5-16-2025 16.25.59 EDT_frame0562_det620_1152px_vehicle_0p683.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-15-2025 07.25.59 EDT - 5-15-2025 08.25.59 EDT_frame0851_det1381_2162px_vehicle_0p471.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-16-2025 13.25.59 EDT - 5-16-2025 14.25.59 EDT_frame0595_det561_0514px_vehicle_0p734.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-18-2025 10.25.59 EDT - 5-18-2025 11.25.59 EDT_frame0097_det65_0346px_vehicle_0p821.png,Minor,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-18-2025 12.25.59 EDT - 5-18-2025 13.25.59 EDT_frame0458_det449_1027px_vehicle_0p739.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/57th 450/57th 450 5-15-2025 13.22.25 EDT - 5-15-2025 14.22.25 EDT_frame0218_det894_0409px_vehicle_0p633.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-16-2025 15.25.59 EDT - 5-16-2025 16.25.59 EDT_frame0563_det623_0301px_vehicle_0p763.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-15-2025 16.25.59 EDT - 5-15-2025 17.25.59 EDT_frame0263_det353_0547px_vehicle_0p647.png,None,PASS,FAIL,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-15-2025 09.25.59 EDT - 5-15-2025 10.25.59 EDT_frame0605_det691_0529px_vehicle_0p812.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-14-2025 11.25.59 EDT - 5-14-2025 12.25.59 EDT_frame0397_det299_1422px_vehicle_0p727.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-14-2025 15.25.59 EDT - 5-14-2025 16.25.59 EDT_frame0606_det748_1009px_vehicle_0p731.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/57th 450/57th 450 5-15-2025 14.22.25 EDT - 5-15-2025 15.22.25 EDT_frame0783_det3580_0731px_vehicle_0p575.png,None,PASS,PASS,PASS,FAIL,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-14-2025 15.25.59 EDT - 5-14-2025 16.25.59 EDT_frame0608_det750_0232px_vehicle_0p775.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-20-2025 07.25.59 EDT - 5-20-2025 08.25.59 EDT_frame0818_det1009_1080px_vehicle_0p660.png,None,PASS,PASS,PASS,FAIL,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-16-2025 07.25.59 EDT - 5-16-2025 08.25.59 EDT_frame0506_det825_0437px_vehicle_0p714.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-14-2025 14.25.59 EDT - 5-14-2025 15.25.59 EDT_frame0609_det591_0810px_vehicle_0p701.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-19-2025 11.25.59 EDT - 5-19-2025 12.25.59 EDT_frame0073_det56_0576px_vehicle_0p808.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-15-2025 07.25.59 EDT - 5-15-2025 08.25.59 EDT_frame0216_det347_0392px_vehicle_0p691.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-15-2025 16.25.59 EDT - 5-15-2025 17.25.59 EDT_frame0264_det354_0783px_vehicle_0p727.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-18-2025 17.25.59 EDT - 5-18-2025 18.25.59 EDT_frame0711_det779_0606px_vehicle_0p714.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-19-2025 15.25.59 EDT - 5-19-2025 16.25.59 EDT_frame0574_det1007_0808px_vehicle_0p717.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-16-2025 17.25.59 EDT - 5-16-2025 18.25.59 EDT_frame0864_det996_1197px_vehicle_0p752.png,Minor,PASS,PASS,PASS,PASS,PASS
usroad/57th 450/57th 450 5-15-2025 14.22.25 EDT - 5-15-2025 15.22.25 EDT_frame0784_det3586_0734px_vehicle_0p582.png,None,PASS,PASS,PASS,FAIL,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-16-2025 10.25.59 EDT - 5-16-2025 11.25.59 EDT_frame0549_det445_0776px_vehicle_0p635.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-15-2025 15.25.59 EDT - 5-15-2025 16.25.59 EDT_frame0304_det345_0624px_vehicle_0p739.png,Minor,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-14-2025 07.25.59 EDT - 5-14-2025 08.25.59 EDT_frame0415_det723_0355px_vehicle_0p616.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/57th 450/57th 450 5-15-2025 14.22.25 EDT - 5-15-2025 15.22.25 EDT_frame0751_det3434_0446px_vehicle_0p660.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-14-2025 18.25.59 EDT - 5-14-2025 19.25.59 EDT_frame0224_det273_1929px_vehicle_0p671.png,Minor,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-17-2025 18.25.59 EDT - 5-17-2025 19.25.59 EDT_frame0042_det53_0223px_vehicle_0p708.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-15-2025 07.25.59 EDT - 5-15-2025 08.25.59 EDT_frame0216_det349_0568px_vehicle_0p636.png,None,PASS,FAIL,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-15-2025 15.25.59 EDT - 5-15-2025 16.25.59 EDT_frame0693_det893_0318px_vehicle_0p694.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-16-2025 13.25.59 EDT - 5-16-2025 14.25.59 EDT_frame0003_det4_0286px_vehicle_0p790.png,None,PASS,FAIL,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-18-2025 17.25.59 EDT - 5-18-2025 18.25.59 EDT_frame0211_det229_1144px_vehicle_0p754.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-19-2025 08.25.59 EDT - 5-19-2025 09.25.59 EDT_frame0834_det2088_0959px_vehicle_0p687.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-19-2025 13.25.59 EDT - 5-19-2025 14.25.59 EDT_frame0448_det550_0206px_vehicle_0p717.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-18-2025 17.25.59 EDT - 5-18-2025 18.25.59 EDT_frame0215_det239_0906px_vehicle_0p752.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-18-2025 18.25.59 EDT - 5-18-2025 19.25.59 EDT_frame0439_det433_0449px_vehicle_0p756.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-18-2025 12.25.59 EDT - 5-18-2025 13.25.59 EDT_frame0473_det462_1056px_vehicle_0p768.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-17-2025 17.25.59 EDT - 5-17-2025 18.25.59 EDT_frame0815_det963_0789px_vehicle_0p751.png,Minor,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-19-2025 17.25.59 EDT - 5-19-2025 18.25.59 EDT_frame0311_det379_2031px_vehicle_0p691.png,Minor,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-19-2025 14.25.59 EDT - 5-19-2025 15.25.59 EDT_frame0296_det403_0269px_vehicle_0p608.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-18-2025 17.25.59 EDT - 5-18-2025 18.25.59 EDT_frame0712_det780_0226px_vehicle_0p794.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-19-2025 13.25.59 EDT - 5-19-2025 14.25.59 EDT_frame0457_det558_0322px_vehicle_0p711.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-19-2025 11.25.59 EDT - 5-19-2025 12.25.59 EDT_frame0314_det255_1016px_vehicle_0p677.png,Minor,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-19-2025 14.25.59 EDT - 5-19-2025 15.25.59 EDT_frame0300_det415_0509px_vehicle_0p738.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-19-2025 15.25.59 EDT - 5-19-2025 16.25.59 EDT_frame0582_det1025_0800px_vehicle_0p769.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-14-2025 11.25.59 EDT - 5-14-2025 12.25.59 EDT_frame0426_det319_1832px_vehicle_0p602.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/57th 450/57th 450 5-15-2025 14.22.25 EDT - 5-15-2025 15.22.25 EDT_frame0787_det3600_0742px_vehicle_0p603.png,None,PASS,PASS,PASS,FAIL,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-15-2025 15.25.59 EDT - 5-15-2025 16.25.59 EDT_frame0329_det369_0849px_vehicle_0p639.png,None,PASS,FAIL,PASS,FAIL,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-16-2025 17.25.59 EDT - 5-16-2025 18.25.59 EDT_frame0401_det480_0458px_vehicle_0p690.png,Minor,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-15-2025 07.25.59 EDT - 5-15-2025 08.25.59 EDT_frame0236_det371_0237px_vehicle_0p746.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-16-2025 13.25.59 EDT - 5-16-2025 14.25.59 EDT_frame0620_det585_1302px_vehicle_0p635.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-18-2025 12.25.59 EDT - 5-18-2025 13.25.59 EDT_frame0494_det473_0776px_vehicle_0p706.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-18-2025 17.25.59 EDT - 5-18-2025 18.25.59 EDT_frame0732_det800_1285px_vehicle_0p735.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-17-2025 15.25.59 EDT - 5-17-2025 16.25.59 EDT_frame0425_det490_1054px_vehicle_0p784.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-14-2025 11.25.59 EDT - 5-14-2025 12.25.59 EDT_frame0443_det331_1720px_vehicle_0p715.png,Minor,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-16-2025 13.25.59 EDT - 5-16-2025 14.25.59 EDT_frame0629_det596_1138px_vehicle_0p745.png,Minor,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-19-2025 09.25.59 EDT - 5-19-2025 10.25.59 EDT_frame0333_det645_0228px_vehicle_0p695.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-19-2025 13.25.59 EDT - 5-19-2025 14.25.59 EDT_frame0462_det569_0606px_vehicle_0p700.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-16-2025 07.25.59 EDT - 5-16-2025 08.25.59 EDT_frame0521_det849_0435px_vehicle_0p780.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-16-2025 17.25.59 EDT - 5-16-2025 18.25.59 EDT_frame0888_det1020_0296px_vehicle_0p783.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-18-2025 17.25.59 EDT - 5-18-2025 18.25.59 EDT_frame0733_det805_0483px_vehicle_0p725.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-17-2025 12.25.59 EDT - 5-17-2025 13.25.59 EDT_frame0705_det872_0592px_vehicle_0p771.png,Minor,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-18-2025 19.25.59 EDT - 5-18-2025 20.25.59 EDT_frame0213_det230_0310px_vehicle_0p826.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-14-2025 15.25.59 EDT - 5-14-2025 16.25.59 EDT_frame0642_det781_1019px_vehicle_0p726.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-19-2025 11.25.59 EDT - 5-19-2025 12.25.59 EDT_frame0105_det84_0210px_vehicle_0p673.png,None,PASS,FAIL,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-16-2025 13.25.59 EDT - 5-16-2025 14.25.59 EDT_frame0027_det30_0529px_vehicle_0p753.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-16-2025 09.25.59 EDT - 5-16-2025 10.25.59 EDT_frame0178_det186_0306px_vehicle_0p753.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-14-2025 16.25.59 EDT - 5-14-2025 17.25.59 EDT_frame0352_det418_0202px_vehicle_0p713.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-18-2025 18.25.59 EDT - 5-18-2025 19.25.59 EDT_frame0443_det446_0224px_vehicle_0p761.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-14-2025 10.25.59 EDT - 5-14-2025 11.25.59 EDT_frame0547_det415_0414px_vehicle_0p737.png,Minor,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-15-2025 07.25.59 EDT - 5-15-2025 08.25.59 EDT_frame0881_det1428_0595px_vehicle_0p683.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-15-2025 16.25.59 EDT - 5-15-2025 17.25.59 EDT_frame0285_det374_1441px_vehicle_0p744.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-19-2025 09.25.59 EDT - 5-19-2025 10.25.59 EDT_frame0363_det704_0415px_vehicle_0p746.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-14-2025 11.25.59 EDT - 5-14-2025 12.25.59 EDT_frame0445_det334_1679px_vehicle_0p624.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-17-2025 12.25.59 EDT - 5-17-2025 13.25.59 EDT_frame0707_det875_0811px_vehicle_0p715.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-15-2025 07.25.59 EDT - 5-15-2025 08.25.59 EDT_frame0260_det401_0235px_vehicle_0p860.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-15-2025 15.25.59 EDT - 5-15-2025 16.25.59 EDT_frame0718_det924_0311px_vehicle_0p726.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-18-2025 12.25.59 EDT - 5-18-2025 13.25.59 EDT_frame0513_det490_0967px_vehicle_0p741.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-18-2025 12.25.59 EDT - 5-18-2025 13.25.59 EDT_frame0495_det477_2049px_vehicle_0p643.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-19-2025 15.25.59 EDT - 5-19-2025 16.25.59 EDT_frame0596_det1041_0252px_vehicle_0p724.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-14-2025 16.25.59 EDT - 5-14-2025 17.25.59 EDT_frame0401_det478_0317px_vehicle_0p774.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-19-2025 11.25.59 EDT - 5-19-2025 12.25.59 EDT_frame0105_det85_0886px_vehicle_0p725.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-14-2025 11.25.59 EDT - 5-14-2025 12.25.59 EDT_frame0448_det339_0613px_vehicle_0p736.png,Minor,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-16-2025 17.25.59 EDT - 5-16-2025 18.25.59 EDT_frame0895_det1036_0294px_vehicle_0p676.png,None,PASS,FAIL,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-19-2025 08.25.59 EDT - 5-19-2025 09.25.59 EDT_frame0851_det2116_0781px_vehicle_0p800.png,Minor,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-15-2025 09.25.59 EDT - 5-15-2025 10.25.59 EDT_frame0681_det744_0247px_vehicle_0p851.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-16-2025 10.25.59 EDT - 5-16-2025 11.25.59 EDT_frame0561_det468_1922px_vehicle_0p733.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-16-2025 13.25.59 EDT - 5-16-2025 14.25.59 EDT_frame0644_det606_1350px_vehicle_0p755.png,Minor,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-19-2025 11.25.59 EDT - 5-19-2025 12.25.59 EDT_frame0123_det100_0510px_vehicle_0p766.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-14-2025 16.25.59 EDT - 5-14-2025 17.25.59 EDT_frame0456_det517_0534px_vehicle_0p763.png,Minor,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-16-2025 09.25.59 EDT - 5-16-2025 10.25.59 EDT_frame0193_det201_1572px_vehicle_0p680.png,Minor,PASS,PASS,PASS,PASS,PASS
usroad/ALPR MD-210 NB Livingston Rd/ALPR MD-210 NB Livingston Rd 5-14-2025 12.25.59 EDT - 5-14-2025 13.25.59 EDT_frame0527_det421_1861px_vehicle_0p546.png,Minor,PASS,PASS,PASS,PASS,PASS
usroad/57th 450/57th 450 5-15-2025 13.22.25 EDT - 5-15-2025 14.22.25 EDT_frame0509_det2132_0286px_vehicle_0p714.png,None,PASS,PASS,PASS,PASS,FAIL
usroad/57th 450/57th 450 5-15-2025 14.22.25 EDT - 5-15-2025 15.22.25 EDT_frame0420_det1874_0373px_vehicle_0p715.png,None,PASS,FAIL,PASS,PASS,FAIL
